Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Alzheimer's Disease,C0002395,LAMP1,3916,P11279,lysosomal associated membrane protein 1,Transporter,120,0.542,0.769,0.8747,0.13,,1,4,1,2006,2017
Alzheimer's Disease,C0002395,FRMD4A,55691,Q9P2Q2,FERM domain containing 4A,,71,0.65,0.538,1,0.13,,1,3,3,2013,2015
Alzheimer's Disease,C0002395,DST,667,Q03001,dystonin,Cellular structure,147,0.552,0.846,1,0.13,,1,4,1,2016,2019
Alzheimer's Disease,C0002395,MADD,8567,Q8WXG6,MAP kinase activating death domain,,57,0.644,0.538,0.000000000000015363,0.13,,1,4,1,2004,2019
Alzheimer's Disease,C0002395,PLXNA4,91584,Q9HCM2,plexin A4,,18,0.792,0.231,0.99999,0.13,,1,3,1,2014,2018
Alzheimer's Disease,C0002395,ADAMTS4,9507,O75173,ADAM metallopeptidase with thrombospondin type 1 motif 4,Enzyme,84,0.582,0.692,0.0000019501,0.13,,1,4,1,2017,2019
Alzheimer's Disease,C0002395,SPON1,10418,Q9HCB6,spondin 1,Extracellular structure,31,0.705,0.385,,0.12,,0.5,2,2,2014,2018
Alzheimer's Disease,C0002395,SLC24A4,123041,Q8NFF2,solute carrier family 24 member 4,Transporter,16,0.751,0.346,0.000000000022032,0.12,,1,7,4,2013,2019
Alzheimer's Disease,C0002395,IL34,146433,Q6ZMJ4,interleukin 34,,103,0.56,0.769,0.55444,0.12,,1,3,1,2017,2018
Alzheimer's Disease,C0002395,GLIS3,169792,Q8NEA6,GLIS family zinc finger 3,,105,0.59,0.654,0.000000055977,0.12,,1,2,1,2013,2018
Alzheimer's Disease,C0002395,MTHFD1L,25902,Q6UB35,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,Enzyme,41,0.674,0.538,0.0000000000019355,0.12,,0.667,3,1,2010,2011
Alzheimer's Disease,C0002395,IL6R,3570,P08887,interleukin 6 receptor,Signaling,261,0.471,0.846,0.000031681,0.12,,1,3,1,2003,2014
Alzheimer's Disease,C0002395,DCHS2,54798,Q6V1P9,dachsous cadherin-related 2,,10,0.839,0.385,0.000000000000000000000000000000000000000000000074152,0.12,,1,2,3,2012,2016
Alzheimer's Disease,C0002395,AICDA,57379,Q9GZX7,activation induced cytidine deaminase,Enzyme,265,0.463,0.885,0.0000092098,0.12,,0.667,3,1,2002,2020
Alzheimer's Disease,C0002395,BCL3,602,P20749,BCL3 transcription coactivator,,136,0.541,0.731,0.98871,0.12,,1,9,9,1993,2019
Alzheimer's Disease,C0002395,SPI1,6688,P17947,Spi-1 proto-oncogene,Transcription factor,58,0.631,0.654,0.98206,0.12,,1,3,2,2017,2018
Alzheimer's Disease,C0002395,TGFB2,7042,P61812,transforming growth factor beta 2,Signaling,389,0.433,0.885,0.99905,0.12,,1,3,1,1995,2017
Alzheimer's Disease,C0002395,COL18A1,80781,P39060,collagen type XVIII alpha 1 chain,,323,0.449,0.808,0.00000000017414,0.12,,1,3,1,2002,2016
Alzheimer's Disease,C0002395,MEGF10,84466,Q96KG7,multiple EGF like domains 10,Extracellular structure,41,0.682,0.462,0.3904,0.12,,1,3,1,2010,2017
Alzheimer's Disease,C0002395,TRIP4,9325,Q15650,thyroid hormone receptor interactor 4,Transcription factor,78,0.641,0.654,0.00000059901,0.12,,1,3,1,2013,2014
Alzheimer's Disease,C0002395,CADPS2,93664,Q86UW7,calcium dependent secretion activator 2,Calcium-binding protein,40,0.716,0.231,0.36785,0.12,,1,3,2,2013,2017
Alzheimer's Disease,C0002395,TSPOAP1-AS1,100506779,,"TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1",,21,0.792,0.346,,0.11,,1,3,2,2017,2019
Alzheimer's Disease,C0002395,CDH13,1012,P55290,cadherin 13,,205,0.501,0.846,0.0007058,0.11,,1,2,1,2016,2018
Alzheimer's Disease,C0002395,CELF2,10659,O95319,CUGBP Elav-like family member 2,,58,0.628,0.692,0.99965,0.11,,1,2,5,2011,2015
Alzheimer's Disease,C0002395,OSBPL6,114880,Q9BZF3,oxysterol binding protein like 6,,3,1,0.077,0.99999,0.11,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,NDUFAF6,137682,Q330K2,NADH:ubiquinone oxidoreductase complex assembly factor 6,,67,0.659,0.615,0.000000090736,0.11,,1,3,2,2013,2019
Alzheimer's Disease,C0002395,AP2A2,161,O94973,adaptor related protein complex 2 subunit alpha 2,Receptor,11,0.76,0.423,1,0.11,,1,2,2,2013,2018
Alzheimer's Disease,C0002395,DSG2,1829,Q14126,desmoglein 2,Cell adhesion,83,0.601,0.692,0.00000000027913,0.11,,1,2,1,2017,2019
Alzheimer's Disease,C0002395,EPHX2,2053,P34913,epoxide hydrolase 2,Enzyme,97,0.568,0.654,0.0000000000000000000017936,0.11,,1,2,3,2017,2018
Alzheimer's Disease,C0002395,SORCS3,22986,Q9UPU3,sortilin related VPS10 domain containing receptor 3,Transporter,22,0.76,0.231,0.000037354,0.11,,1,2,1,2013,2016
Alzheimer's Disease,C0002395,LAMA1,284217,P25391,laminin subunit alpha 1,,107,0.582,0.808,0.000000000000000000000000000000032248,0.11,,1,2,1,2002,2016
Alzheimer's Disease,C0002395,LUZP2,338645,Q86TE4,leucine zipper protein 2,,10,0.821,0.346,0.00000000023478,0.11,,1,2,2,2012,2018
Alzheimer's Disease,C0002395,RBFOX1,54715,Q9NWB1,RNA binding fox-1 homolog 1,Nucleic acid binding,103,0.584,0.692,0.95263,0.11,,1,2,1,2016,2017
Alzheimer's Disease,C0002395,MAPK7,5598,Q13164,mitogen-activated protein kinase 7,Kinase,127,0.553,0.654,0.0031023,0.11,,1,2,1,2019,2019
Alzheimer's Disease,C0002395,FMN2,56776,Q9NZ56,formin 2,,88,0.61,0.538,0.99772,0.11,,1,2,1,2014,2017
Alzheimer's Disease,C0002395,PTPRG,5793,P23470,protein tyrosine phosphatase receptor type G,Enzyme,70,0.619,0.731,0.0000050736,0.11,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,EXOC4,60412,Q96A65,exocyst complex component 4,Transporter,20,0.743,0.5,0.00000000000034137,0.11,,1,2,1,2013,2014
Alzheimer's Disease,C0002395,SGK1,6446,O00141,serum/glucocorticoid regulated kinase 1,Kinase,188,0.506,0.769,0.0023046,0.11,,1,2,1,2016,2017
Alzheimer's Disease,C0002395,ST6GAL1,6480,P15907,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1",,101,0.569,0.731,0.2341,0.11,,1,2,1,2017,2019
Alzheimer's Disease,C0002395,TCF7L2,6934,Q9NQB0,transcription factor 7 like 2,,257,0.485,0.846,0.99537,0.11,,1,2,1,2006,2019
Alzheimer's Disease,C0002395,UBE2L3,7332,P68036,ubiquitin conjugating enzyme E2 L3,Enzyme,56,0.644,0.615,0.83844,0.11,,1,2,1,1995,2019
Alzheimer's Disease,C0002395,ZAP70,7535,P43403,zeta chain of T cell receptor associated protein kinase 70,Kinase,212,0.497,0.769,0.87696,0.11,,1,2,1,2016,2017
Alzheimer's Disease,C0002395,TLN2,83660,Q9Y4G6,talin 2,,21,0.76,0.231,0.99231,0.11,,1,2,2,2010,2018
Alzheimer's Disease,C0002395,SPPL2A,84888,Q8TCT8,signal peptide peptidase like 2A,Enzyme,22,0.792,0.192,0.028995,0.11,,1,2,1,2013,2019
Alzheimer's Disease,C0002395,SUCLG2,8801,Q96I99,succinate-CoA ligase GDP-forming subunit beta,Enzyme,16,0.78,0.308,0.000000000000057163,0.11,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,ALDH1A2,8854,O94788,aldehyde dehydrogenase 1 family member A2,Enzyme,109,0.578,0.692,0.36331,0.11,,1,2,2,2004,2019
Alzheimer's Disease,C0002395,SLC16A7,9194,O60669,solute carrier family 16 member 7,Transporter,39,0.682,0.538,0.0058162,0.11,,1,2,1,2010,2019
Alzheimer's Disease,C0002395,OTOF,9381,Q9HC10,otoferlin,Transporter,34,0.691,0.385,0.0000000000000000000000000000000000000053804,0.11,,1,2,1,2014,2016
Alzheimer's Disease,C0002395,ZGLP1,100125288,P0C6A0,zinc finger GATA like protein 1,,186,0.512,0.808,0.3868,0.1,,1,14,0,1999,2020
Alzheimer's Disease,C0002395,SLC8A1-AS1,100128590,,SLC8A1 antisense RNA 1,,13,0.792,0.231,,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,LINC00476,100128782,Q8WZB0,long intergenic non-protein coding RNA 476,,2,1,0.077,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,INHCAP,100129696,,inhibitor of carbonic anhydrase pseudogene,,17,0.89,0.231,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,HDAC6,10013,Q9UBN7,histone deacetylase 6,Epigenetic regulator,288,0.465,0.846,1,0.1,,1,12,0,2008,2020
Alzheimer's Disease,C0002395,TRIM51CP,100130105,,"tripartite motif-containing 51C, pseudogene",,1,1,0.077,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,LINC00271,100131814,P0C7V0,long intergenic non-protein coding RNA 271,,20,0.769,0.192,,0.1,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,SDR42E2,100288072,A6NKP2,"short chain dehydrogenase/reductase family 42E, member 2",,1,1,0.077,0.000000013652,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,BACE1-AS,100379571,,BACE1 antisense RNA,,14,0.76,0.385,,0.1,,1,14,2,2005,2019
Alzheimer's Disease,C0002395,PGAM5P1,100421133,,"PGAM family member 5, mitochondrial serine/threonine protein phosphatase pseudogene 1",,1,1,0.077,,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,LINC01672,100505887,,long intergenic non-protein coding RNA 1672,,268,0.462,0.846,,0.1,,1,11,0,2008,2019
Alzheimer's Disease,C0002395,ARL17B,100506084,Q8IVW1,ADP ribosylation factor like GTPase 17B,,17,0.78,0.269,0.33578,0.1,,1,2,1,2016,2019
Alzheimer's Disease,C0002395,KRBOX1,100506243,C9JBD0,KRAB box domain containing 1,,12,1,0.077,0.017643,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,ALOX12-AS1,100506713,,ALOX12 antisense RNA 1,,3,0.931,0.077,0.17573,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,AZIN1-AS1,100506753,,AZIN1 antisense RNA 1,,4,1,0.077,,0.1,,1,1,1,2012,2012
Alzheimer's Disease,C0002395,APOC4-APOC2,100533990,,APOC4-APOC2 readthrough (NMD candidate),,23,0.821,0.308,,0.1,,1,1,2,2018,2018
Alzheimer's Disease,C0002395,DNM1L,10059,O00429,dynamin 1 like,Enzyme modulator,273,0.475,0.808,0.00056753,0.1,,1,23,0,2009,2020
Alzheimer's Disease,C0002395,GPC6,10082,Q9Y625,glypican 6,,86,0.626,0.654,0.14181,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,COX10-AS1,100874058,,COX10 antisense RNA 1,,8,0.805,0.192,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,OVCH1-AS1,101055625,,OVCH1 antisense RNA 1,,1,1,0.077,0.46492,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,G3BP1,10146,Q13283,G3BP stress granule assembly factor 1,Nucleic acid binding,78,0.597,0.654,0.033122,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,FARP1,10160,Q9Y4F1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",,24,0.769,0.231,0.0000050676,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,STAG3L5P,101735302,,stromal antigen 3-like 5 pseudogene,,2,1,0.077,,0.1,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,STAG3L5P-PVRIG2P-PILRB,101752399,,STAG3L5P-PVRIG2P-PILRB readthrough,,3,1,0.077,,0.1,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,LINC02653,101926942,,long intergenic non-protein coding RNA 2653,,1,1,0.077,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,LINC01712,101927542,,long intergenic non-protein coding RNA 1712,,1,1,0.077,,0.1,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,LINC01725,101927587,,long intergenic non-protein coding RNA 1725,,3,1,0.077,,0.1,,1,2,2,2010,2011
Alzheimer's Disease,C0002395,LINC01508,101927873,,long intergenic non-protein coding RNA 1508,,3,1,0.077,,0.1,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,LINC02268,101928509,,long intergenic non-protein coding RNA 2268,,4,0.931,0.115,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,LINC02325,101929241,,long intergenic non-protein coding RNA 2325,,1,1,0.077,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,MEF2C-AS1,101929423,,MEF2C antisense RNA 1,,23,0.861,0.154,,0.1,,1,2,4,2013,2016
Alzheimer's Disease,C0002395,TSHZ1,10194,Q6ZSZ6,teashirt zinc finger homeobox 1,Transcription factor,99,0.569,0.731,0.9973,0.1,,1,11,1,1996,2018
Alzheimer's Disease,C0002395,DCAF7,10238,P61962,DDB1 and CUL4 associated factor 7,,8,0.821,0.231,0.93284,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,SIGMAR1,10280,Q99720,sigma non-opioid intracellular receptor 1,,190,0.544,0.808,0.1678,0.1,,1,17,1,2005,2020
Alzheimer's Disease,C0002395,BCKDK,10295,O14874,branched chain keto acid dehydrogenase kinase,Kinase,12,0.769,0.154,0.000056598,0.1,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,RTN3,10313,O95197,reticulon 3,,45,0.647,0.615,0.000066163,0.1,,1,11,0,2006,2019
Alzheimer's Disease,C0002395,ABCA8,10351,O94911,ATP binding cassette subfamily A member 8,Transporter,13,0.821,0.231,0.0000000000000000000000000000000000000000000000000001609,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,CDR1,1038,P51861,cerebellar degeneration related protein 1,,87,0.576,0.808,,0.1,,0.952,21,0,2001,2019
Alzheimer's Disease,C0002395,GEMIN7-AS1,105372419,,GEMIN7 antisense RNA 1,,1,1,0.077,,0.1,,1,2,6,2018,2019
Alzheimer's Disease,C0002395,UPK3B,105375355,Q9BT76,uroplakin 3B,,82,0.584,0.808,0.00023426,0.1,,1,11,0,2004,2019
Alzheimer's Disease,C0002395,LINC00972,105375380,,long intergenic non-protein coding RNA 972,,2,0.931,0.115,,0.1,,1,1,5,2009,2009
Alzheimer's Disease,C0002395,LINC02008,105377180,,long intergenic non-protein coding RNA 2008,,2,1,0.077,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,AHSA1,10598,O95433,activator of HSP90 ATPase activity 1,,526,0.396,0.923,0.99896,0.1,,1,24,1,2000,2020
Alzheimer's Disease,C0002395,KHDRBS1,10657,Q07666,"KH RNA binding domain containing, signal transduction associated 1",Nucleic acid binding,289,0.457,0.846,0.99423,0.1,,0.909,11,0,2005,2019
Alzheimer's Disease,C0002395,MTCO2P12,107075310,,MT-CO2 pseudogene 12,,703,0.368,0.962,,0.1,,0.96,25,0,1997,2019
Alzheimer's Disease,C0002395,CETP,1071,P11597,cholesteryl ester transfer protein,,188,0.512,0.731,0.000000000000000000000011892,0.1,,0.889,18,2,2004,2018
Alzheimer's Disease,C0002395,STAG3,10734,Q9UJ98,stromal antigen 3,Nucleic acid binding,27,0.722,0.385,0.00000000000087188,0.1,,1,1,1,2019,2019
Alzheimer's Disease,C0002395,AHCYL1,10768,O43865,adenosylhomocysteinase like 1,Enzyme,9,0.861,0.269,0.99429,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,LINC01965,107985928,,long intergenic non-protein coding RNA 1965,,2,1,0.077,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,TPPP,11076,O94811,tubulin polymerization promoting protein,Cellular structure,110,0.57,0.692,0.20334,0.1,,0.929,14,0,2001,2019
Alzheimer's Disease,C0002395,AKR1C4,1109,P17516,aldo-keto reductase family 1 member C4,Enzyme,76,0.587,0.846,0.000000000000000022341,0.1,,0.929,14,0,2001,2019
Alzheimer's Disease,C0002395,CLASRP,11129,Q8N2M8,CLK4 associating serine/arginine rich protein,Nucleic acid binding,2,0.931,0.154,0.43077,0.1,,1,2,3,2018,2019
Alzheimer's Disease,C0002395,CHI3L1,1116,P36222,chitinase 3 like 1,,420,0.419,0.885,0.000011133,0.1,,0.97,33,2,2014,2020
Alzheimer's Disease,C0002395,PSIP1,11168,O75475,PC4 and SFRS1 interacting protein 1,Signaling,210,0.49,0.846,0.99668,0.1,,1,13,0,1998,2019
Alzheimer's Disease,C0002395,CHN2,1124,P52757,chimerin 2,,25,0.711,0.615,0.0023008,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,CDCA5,113130,Q96FF9,cell division cycle associated 5,,105,0.563,0.808,0.0011583,0.1,,1,11,0,2004,2019
Alzheimer's Disease,C0002395,ACOT7,11332,O00154,acyl-CoA thioesterase 7,Enzyme,146,0.531,0.769,0.75926,0.1,,1,20,3,1996,2019
Alzheimer's Disease,C0002395,CHRNA2,1135,Q15822,cholinergic receptor nicotinic alpha 2 subunit,Ion channel,29,0.705,0.385,0.00000000064532,0.1,,1,2,3,2018,2019
Alzheimer's Disease,C0002395,CHRNA4,1137,P43681,cholinergic receptor nicotinic alpha 4 subunit,Ion channel,248,0.492,0.808,0.000085474,0.1,,1,29,0,1999,2019
Alzheimer's Disease,C0002395,NLRP3,114548,Q96P20,NLR family pyrin domain containing 3,,805,0.361,0.962,0.00081103,0.1,,1,43,0,2013,2019
Alzheimer's Disease,C0002395,ALPK2,115701,Q86TB3,alpha kinase 2,Kinase,19,0.751,0.346,0.0000000000000000000010376,0.1,,1,1,1,2019,2019
Alzheimer's Disease,C0002395,MED12L,116931,Q86YW9,mediator complex subunit 12L,Transcription factor,19,0.839,0.269,1,0.1,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,ARAP2,116984,Q8WZ64,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2",,7,0.839,0.269,0.000000000000087668,0.1,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,C10orf71,118461,Q711Q0,chromosome 10 open reading frame 71,,1,1,0.077,0.0000000019625,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,SERPINA3,12,P01011,serpin family A member 3,Enzyme modulator,229,0.486,0.846,0.00000000000008833,0.1,,0.926,68,2,1988,2019
Alzheimer's Disease,C0002395,LRRK2,120892,Q5S007,leucine rich repeat kinase 2,Kinase,231,0.51,0.808,0.0000000000000000000000000000025757,0.1,,0.783,23,8,2005,2019
Alzheimer's Disease,C0002395,CLPTM1,1209,O96005,CLPTM1 regulator of GABA type A receptor forward trafficking,Enzyme,14,0.769,0.346,0.95767,0.1,,1,3,9,2011,2019
Alzheimer's Disease,C0002395,ANO4,121601,Q32M45,anoctamin 4,,18,0.78,0.192,0.00032204,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,AGBL1,123624,Q96MI9,ATP/GTP binding protein like 1,Enzyme,15,0.78,0.231,0.0000000000000000000000000000014377,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,ACKR2,1238,O00590,atypical chemokine receptor 2,G-protein coupled receptor,59,0.641,0.615,0.001388,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,CEACAM20,125931,Q6UY09,CEA cell adhesion molecule 20,,3,0.931,0.115,,0.1,,1,2,1,2018,2019
Alzheimer's Disease,C0002395,ZNF813,126017,Q6ZN06,zinc finger protein 813,,3,1,0.077,0.63585,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,CNR2,1269,P34972,cannabinoid receptor 2,G-protein coupled receptor,197,0.509,0.846,0.0000065369,0.1,,1,13,0,2003,2019
Alzheimer's Disease,C0002395,COL4A4,1286,P53420,collagen type IV alpha 4 chain,,53,0.644,0.5,0.00000000000000067123,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,COL12A1,1303,Q99715,collagen type XII alpha 1 chain,Receptor,93,0.615,0.692,0.97361,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,COMT,1312,P21964,catechol-O-methyltransferase,Enzyme,622,0.4,0.923,0.0000011377,0.1,,0.897,29,2,1999,2020
Alzheimer's Disease,C0002395,CP,1356,P00450,ceruloplasmin,Enzyme,283,0.466,0.846,0.00000000042013,0.1,,1,23,0,2007,2020
Alzheimer's Disease,C0002395,CR1L,1379,Q2VPA4,complement C3b/C4b receptor 1 like,,6,0.931,0.115,0.0000000000000000000000000076434,0.1,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,CREB1,1385,P16220,cAMP responsive element binding protein 1,,294,0.463,0.885,0.99673,0.1,,1,18,0,2006,2020
Alzheimer's Disease,C0002395,CRK,1398,P46108,"CRK proto-oncogene, adaptor protein",,544,0.394,0.923,0.95936,0.1,,1,22,0,2000,2020
Alzheimer's Disease,C0002395,CRMP1,1400,Q14194,collapsin response mediator protein 1,Enzyme,148,0.525,0.808,0.99173,0.1,,1,12,0,2009,2020
Alzheimer's Disease,C0002395,CRP,1401,P02741,C-reactive protein,,1483,0.299,0.962,0.0036969,0.1,,0.906,32,0,2000,2019
Alzheimer's Disease,C0002395,PARP1,142,P09874,poly(ADP-ribose) polymerase 1,,565,0.389,0.923,0.00033366,0.1,,0.944,18,1,2005,2019
Alzheimer's Disease,C0002395,CSF2,1437,P04141,colony stimulating factor 2,Signaling,1028,0.33,0.962,0.83468,0.1,,0.966,294,0,2004,2020
Alzheimer's Disease,C0002395,LINC00343,144920,,long intergenic non-protein coding RNA 343,,3,1,0.077,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,TCAM1P,146771,,"testicular cell adhesion molecule 1, pseudogene",,4,0.931,0.154,,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,IGSF23,147710,A1L1A6,immunoglobulin superfamily member 23,,4,0.861,0.154,0.0096591,0.1,,1,2,3,2018,2019
Alzheimer's Disease,C0002395,CTNNA2,1496,P26232,catenin alpha 2,Cellular structure,55,0.663,0.5,0.42501,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,CTSB,1508,P07858,cathepsin B,Enzyme,304,0.457,0.846,0.000000000058819,0.1,,1,23,0,2006,2019
Alzheimer's Disease,C0002395,CTSD,1509,P07339,cathepsin D,Enzyme,242,0.478,0.846,0.00091747,0.1,,0.887,53,3,1991,2020
Alzheimer's Disease,C0002395,RMDN2,151393,Q96LZ7,regulator of microtubule dynamics 2,,137,0.531,0.769,0.0000000000000000000000044061,0.1,,1,23,0,1999,2019
Alzheimer's Disease,C0002395,CUX1,1523,P39880;Q13948,cut like homeobox 1,Transcription factor,283,0.465,0.846,1,0.1,,1,15,0,1993,2019
Alzheimer's Disease,C0002395,SLC25A48,153328,Q6ZT89,solute carrier family 25 member 48,Transporter,1,1,0.077,0.00015155,0.1,,1,1,1,2018,2018
Alzheimer's Disease,C0002395,NKAIN2,154215,Q5VXU1,sodium/potassium transporting ATPase interacting 2,,25,0.716,0.462,0.023684,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,CYP8B1,1582,Q9UNU6,cytochrome P450 family 8 subfamily B member 1,,32,0.711,0.269,0.000020558,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,CYP19A1,1588,P11511,cytochrome P450 family 19 subfamily A member 1,Enzyme,519,0.41,0.885,0.000017022,0.1,,1,21,10,2004,2019
Alzheimer's Disease,C0002395,DAPK1,1612,P53355,death associated protein kinase 1,Kinase,249,0.472,0.808,0.99767,0.1,,1,14,2,2006,2019
Alzheimer's Disease,C0002395,FSIP1,161835,Q8NA03,fibrous sheath interacting protein 1,,47,0.663,0.615,0.000000000000076972,0.1,,0.923,13,0,2002,2019
Alzheimer's Disease,C0002395,DBN1,1627,Q16643,drebrin 1,Cellular structure,54,0.633,0.538,0.99705,0.1,,1,17,0,2004,2019
Alzheimer's Disease,C0002395,DMXL1,1657,Q9Y485,Dmx like 1,,8,0.805,0.154,1,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,BMPER,168667,Q8N8U9,BMP binding endothelial regulator,Enzyme modulator,75,0.641,0.577,0.00000065881,0.1,,1,1,6,2014,2014
Alzheimer's Disease,C0002395,DLG4,1742,P78352,discs large MAGUK scaffold protein 4,Receptor,91,0.595,0.654,0.99954,0.1,,1,24,0,2006,2020
Alzheimer's Disease,C0002395,DLX5,1749,P56178,distal-less homeobox 5,Transcription factor,69,0.604,0.692,0.21842,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,DPP4,1803,P27487,dipeptidyl peptidase 4,Enzyme,451,0.42,0.808,0.0000000072797,0.1,,1,11,0,2015,2019
Alzheimer's Disease,C0002395,RCAN1,1827,P53805,regulator of calcineurin 1,Signaling,110,0.572,0.808,0.016675,0.1,,1,25,0,2003,2019
Alzheimer's Disease,C0002395,AGT,183,P01019,angiotensinogen,Enzyme modulator,765,0.367,0.923,0.000000049706,0.1,,0.952,21,0,2001,2020
Alzheimer's Disease,C0002395,DYRK1A,1859,Q13627,dual specificity tyrosine phosphorylation regulated kinase 1A,Kinase,212,0.533,0.769,0.99967,0.1,,1,38,0,2005,2020
Alzheimer's Disease,C0002395,PLPP4,196051,Q5VZY2,phospholipid phosphatase 4,Enzyme,8,0.805,0.231,0.0001828,0.1,,1,1,1,2014,2014
Alzheimer's Disease,C0002395,AIF1,199,P55008,allograft inflammatory factor 1,Calcium-binding protein,166,0.521,0.808,0.0000018793,0.1,,0.8,15,0,2005,2019
Alzheimer's Disease,C0002395,ABCA2,20,Q9BZC7,ATP binding cassette subfamily A member 2,Transporter,38,0.67,0.615,1,0.1,,1,10,2,2004,2017
Alzheimer's Disease,C0002395,SPRED2,200734,Q7Z698,sprouty related EVH1 domain containing 2,Receptor,38,0.711,0.577,0.00000028684,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,C3orf67,200844,Q6ZVT6,chromosome 3 open reading frame 67,Enzyme,3,0.89,0.192,0.000000000094026,0.1,,1,1,1,2016,2016
Alzheimer's Disease,C0002395,ENO2,2026,P09104,enolase 2,Enzyme,239,0.475,0.846,0.38396,0.1,,0.929,14,0,1993,2019
